"Participant.ID","Country","AgeMatchGroup","ChiSquare","DF","Pval","Speed","Motion.status","N.obs"
"024DA","India",23,107102505.856412,100,0,31,"Stationary",56149200
"024DA","India",23,107102505.856412,100,0,32,"Moving",67524969
"024DA","India",23,107102505.856412,100,0,32,"Stationary",52510350
"024DA","India",23,107102505.856412,100,0,33,"Moving",65189814
"024DA","India",23,107102505.856412,100,0,33,"Stationary",51883950
"024DA","India",23,107102505.856412,100,0,34,"Moving",62897792
"024DA","India",23,107102505.856412,100,0,34,"Stationary",52539600
"024DA","India",23,107102505.856412,100,0,35,"Moving",57335480
"024DA","India",23,107102505.856412,100,0,35,"Stationary",51421500
"024DA","India",23,107102505.856412,100,0,36,"Moving",48881685
"024DA","India",23,107102505.856412,100,0,36,"Stationary",48445350
"024DA","India",23,107102505.856412,100,0,37,"Moving",45088859
"024DA","India",23,107102505.856412,100,0,37,"Stationary",46436850
"024DA","India",23,107102505.856412,100,0,38,"Moving",46452249
"024DA","India",23,107102505.856412,100,0,38,"Stationary",46209750
"024DA","India",23,107102505.856412,100,0,39,"Moving",53290679
"024DA","India",23,107102505.856412,100,0,39,"Stationary",47417250
"024DA","India",23,107102505.856412,100,0,40,"Moving",63537869
"024DA","India",23,107102505.856412,100,0,40,"Stationary",61862400
"024DA","India",23,107102505.856412,100,0,41,"Moving",59192029
"024DA","India",23,107102505.856412,100,0,41,"Stationary",62315100
"024DA","India",23,107102505.856412,100,0,42,"Moving",55398782
"024DA","India",23,107102505.856412,100,0,42,"Stationary",55842900
"024DA","India",23,107102505.856412,100,0,43,"Moving",51659922
"024DA","India",23,107102505.856412,100,0,43,"Stationary",52729050
"024DA","India",23,107102505.856412,100,0,44,"Moving",53368278
"024DA","India",23,107102505.856412,100,0,44,"Stationary",55534050
"024DA","India",23,107102505.856412,100,0,45,"Moving",62618852
"024DA","India",23,107102505.856412,100,0,45,"Stationary",56250600
"024DA","India",23,107102505.856412,100,0,46,"Moving",63538455
"024DA","India",23,107102505.856412,100,0,46,"Stationary",63810150
"024DA","India",23,107102505.856412,100,0,47,"Moving",59811911
"024DA","India",23,107102505.856412,100,0,47,"Stationary",67902750
"024DA","India",23,107102505.856412,100,0,48,"Moving",57657630
"024DA","India",23,107102505.856412,100,0,48,"Stationary",58999800
"024DA","India",23,107102505.856412,100,0,49,"Moving",54800818
"024DA","India",23,107102505.856412,100,0,49,"Stationary",54516600
"024DA","India",23,107102505.856412,100,0,50,"Moving",50652153
"024DA","India",23,107102505.856412,100,0,50,"Stationary",45667050
"024DA","India",23,107102505.856412,100,0,51,"Moving",45397828
"024DA","India",23,107102505.856412,100,0,51,"Stationary",46459800
"024DA","India",23,107102505.856412,100,0,52,"Moving",46476971
"024DA","India",23,107102505.856412,100,0,52,"Stationary",46107600
"024DA","India",23,107102505.856412,100,0,53,"Moving",45761000
"024DA","India",23,107102505.856412,100,0,53,"Stationary",45891000
"024DA","India",23,107102505.856412,100,0,54,"Moving",45122650
"024DA","India",23,107102505.856412,100,0,54,"Stationary",39559350
"024DA","India",23,107102505.856412,100,0,55,"Moving",43054882
"024DA","India",23,107102505.856412,100,0,55,"Stationary",37885950
"024DA","India",23,107102505.856412,100,0,56,"Moving",44561415
"024DA","India",23,107102505.856412,100,0,56,"Stationary",35228400
"024DA","India",23,107102505.856412,100,0,57,"Moving",46379173
"024DA","India",23,107102505.856412,100,0,57,"Stationary",37702050
"024DA","India",23,107102505.856412,100,0,58,"Moving",49665797
"024DA","India",23,107102505.856412,100,0,58,"Stationary",37693050
"024DA","India",23,107102505.856412,100,0,59,"Moving",52939390
"024DA","India",23,107102505.856412,100,0,59,"Stationary",39815850
"024DA","India",23,107102505.856412,100,0,60,"Moving",45289716
"024DA","India",23,107102505.856412,100,0,60,"Stationary",40715250
"024DA","India",23,107102505.856412,100,0,61,"Moving",42255237
"024DA","India",23,107102505.856412,100,0,61,"Stationary",35764800
"024DA","India",23,107102505.856412,100,0,62,"Moving",36922306
"024DA","India",23,107102505.856412,100,0,62,"Stationary",36349050
"024DA","India",23,107102505.856412,100,0,63,"Moving",30778599
"024DA","India",23,107102505.856412,100,0,63,"Stationary",29808000
"024DA","India",23,107102505.856412,100,0,64,"Moving",34527708
"024DA","India",23,107102505.856412,100,0,64,"Stationary",27116250
"024DA","India",23,107102505.856412,100,0,65,"Moving",39868373
"024DA","India",23,107102505.856412,100,0,65,"Stationary",31191300
"024DA","India",23,107102505.856412,100,0,66,"Moving",36638450
"024DA","India",23,107102505.856412,100,0,66,"Stationary",31059300
"024DA","India",23,107102505.856412,100,0,67,"Moving",34154319
"024DA","India",23,107102505.856412,100,0,67,"Stationary",32134200
"024DA","India",23,107102505.856412,100,0,68,"Moving",28888347
"024DA","India",23,107102505.856412,100,0,68,"Stationary",26797800
"024DA","India",23,107102505.856412,100,0,69,"Moving",24113875
"024DA","India",23,107102505.856412,100,0,69,"Stationary",25619400
"024DA","India",23,107102505.856412,100,0,70,"Moving",27692162
"024DA","India",23,107102505.856412,100,0,70,"Stationary",26616300
"024DA","India",23,107102505.856412,100,0,71,"Moving",35122973
"024DA","India",23,107102505.856412,100,0,71,"Stationary",27006450
"024DA","India",23,107102505.856412,100,0,72,"Moving",33111451
"024DA","India",23,107102505.856412,100,0,72,"Stationary",24288600
"024DA","India",23,107102505.856412,100,0,73,"Moving",31096108
"024DA","India",23,107102505.856412,100,0,73,"Stationary",24497550
"024DA","India",23,107102505.856412,100,0,74,"Moving",24574795
"024DA","India",23,107102505.856412,100,0,74,"Stationary",22716900
"024DA","India",23,107102505.856412,100,0,75,"Moving",24135224
"024DA","India",23,107102505.856412,100,0,75,"Stationary",22189950
"024DA","India",23,107102505.856412,100,0,76,"Moving",25545759
"024DA","India",23,107102505.856412,100,0,76,"Stationary",20888250
"024DA","India",23,107102505.856412,100,0,77,"Moving",25885098
"024DA","India",23,107102505.856412,100,0,77,"Stationary",20354700
"024DA","India",23,107102505.856412,100,0,78,"Moving",23496806
"024DA","India",23,107102505.856412,100,0,78,"Stationary",21142650
"024DA","India",23,107102505.856412,100,0,79,"Moving",23120675
"024DA","India",23,107102505.856412,100,0,79,"Stationary",19262700
"024DA","India",23,107102505.856412,100,0,80,"Moving",24387270
"024DA","India",23,107102505.856412,100,0,80,"Stationary",18035700
"024DA","India",23,107102505.856412,100,0,81,"Moving",22940159
"024DA","India",23,107102505.856412,100,0,81,"Stationary",17406750
"024DA","India",23,107102505.856412,100,0,82,"Moving",26112370
"024DA","India",23,107102505.856412,100,0,82,"Stationary",17126700
"024DA","India",23,107102505.856412,100,0,83,"Moving",26046453
"024DA","India",23,107102505.856412,100,0,83,"Stationary",19238100
"024DA","India",23,107102505.856412,100,0,84,"Moving",25768449
"024DA","India",23,107102505.856412,100,0,84,"Stationary",20631150
"024DA","India",23,107102505.856412,100,0,85,"Moving",24420316
"024DA","India",23,107102505.856412,100,0,85,"Stationary",17288400
"024DA","India",23,107102505.856412,100,0,86,"Moving",21861766
"024DA","India",23,107102505.856412,100,0,86,"Stationary",20181000
"024DA","India",23,107102505.856412,100,0,87,"Moving",21981907
"024DA","India",23,107102505.856412,100,0,87,"Stationary",19171200
"024DA","India",23,107102505.856412,100,0,88,"Moving",27516298
"024DA","India",23,107102505.856412,100,0,88,"Stationary",15784200
"024DA","India",23,107102505.856412,100,0,89,"Moving",25703984
"024DA","India",23,107102505.856412,100,0,89,"Stationary",16143450
"024DA","India",23,107102505.856412,100,0,90,"Moving",23362459
"024DA","India",23,107102505.856412,100,0,90,"Stationary",17489100
"024DA","India",23,107102505.856412,100,0,91,"Moving",22371516
"024DA","India",23,107102505.856412,100,0,91,"Stationary",16977150
"024DA","India",23,107102505.856412,100,0,92,"Moving",21879073
"024DA","India",23,107102505.856412,100,0,92,"Stationary",17896950
"024DA","India",23,107102505.856412,100,0,93,"Moving",21720893
"024DA","India",23,107102505.856412,100,0,93,"Stationary",16079850
"024DA","India",23,107102505.856412,100,0,94,"Moving",26251700
"024DA","India",23,107102505.856412,100,0,94,"Stationary",17173800
"024DA","India",23,107102505.856412,100,0,95,"Moving",27474469
"024DA","India",23,107102505.856412,100,0,95,"Stationary",18748950
"024DA","India",23,107102505.856412,100,0,96,"Moving",28762530
"024DA","India",23,107102505.856412,100,0,96,"Stationary",20940600
"024DA","India",23,107102505.856412,100,0,97,"Moving",23527805
"024DA","India",23,107102505.856412,100,0,97,"Stationary",16950000
"024DA","India",23,107102505.856412,100,0,98,"Moving",18604610
"024DA","India",23,107102505.856412,100,0,98,"Stationary",16697700
"024DA","India",23,107102505.856412,100,0,99,"Moving",19243338
"024DA","India",23,107102505.856412,100,0,99,"Stationary",15077550
"024DA","India",23,107102505.856412,100,0,100,"Moving",1030810329
"024DA","India",23,107102505.856412,100,0,100,"Stationary",1052996850
"025TA","India",25,520114182.764858,100,0,0,"Moving",170578050
"025TA","India",25,520114182.764858,100,0,0,"Stationary",998623825
"025TA","India",25,520114182.764858,100,0,1,"Moving",8913600
"025TA","India",25,520114182.764858,100,0,1,"Stationary",575841516
"025TA","India",25,520114182.764858,100,0,2,"Moving",10031700
"025TA","India",25,520114182.764858,100,0,2,"Stationary",377977028
"025TA","India",25,520114182.764858,100,0,3,"Moving",11727150
"025TA","India",25,520114182.764858,100,0,3,"Stationary",216991521
"025TA","India",25,520114182.764858,100,0,4,"Moving",14565450
"025TA","India",25,520114182.764858,100,0,4,"Stationary",152264815
"025TA","India",25,520114182.764858,100,0,5,"Moving",11604900
"025TA","India",25,520114182.764858,100,0,5,"Stationary",131329521
"025TA","India",25,520114182.764858,100,0,6,"Moving",11856000
"025TA","India",25,520114182.764858,100,0,6,"Stationary",109899306
"025TA","India",25,520114182.764858,100,0,7,"Moving",12679650
"025TA","India",25,520114182.764858,100,0,7,"Stationary",111645140
"025TA","India",25,520114182.764858,100,0,8,"Moving",15902100
"025TA","India",25,520114182.764858,100,0,8,"Stationary",112886236
"025TA","India",25,520114182.764858,100,0,9,"Moving",22023600
"025TA","India",25,520114182.764858,100,0,9,"Stationary",127148559
"025TA","India",25,520114182.764858,100,0,10,"Moving",23885100
"025TA","India",25,520114182.764858,100,0,10,"Stationary",114503748
"025TA","India",25,520114182.764858,100,0,11,"Moving",20003100
"025TA","India",25,520114182.764858,100,0,11,"Stationary",85423829
"025TA","India",25,520114182.764858,100,0,12,"Moving",17300550
"025TA","India",25,520114182.764858,100,0,12,"Stationary",69756733
"025TA","India",25,520114182.764858,100,0,13,"Moving",16840200
"025TA","India",25,520114182.764858,100,0,13,"Stationary",73849922
"025TA","India",25,520114182.764858,100,0,14,"Moving",17701650
"025TA","India",25,520114182.764858,100,0,14,"Stationary",80973905
"025TA","India",25,520114182.764858,100,0,15,"Moving",23767650
"025TA","India",25,520114182.764858,100,0,15,"Stationary",87182060
"025TA","India",25,520114182.764858,100,0,16,"Moving",32200200
"025TA","India",25,520114182.764858,100,0,16,"Stationary",74677636
"025TA","India",25,520114182.764858,100,0,17,"Moving",36571950
"025TA","India",25,520114182.764858,100,0,17,"Stationary",63423908
"025TA","India",25,520114182.764858,100,0,18,"Moving",35870700
"025TA","India",25,520114182.764858,100,0,18,"Stationary",60278051
"025TA","India",25,520114182.764858,100,0,19,"Moving",33903300
"025TA","India",25,520114182.764858,100,0,19,"Stationary",56105112
"025TA","India",25,520114182.764858,100,0,20,"Moving",35973300
"025TA","India",25,520114182.764858,100,0,20,"Stationary",60867761
"025TA","India",25,520114182.764858,100,0,21,"Moving",33651300
"025TA","India",25,520114182.764858,100,0,21,"Stationary",73043121
"025TA","India",25,520114182.764858,100,0,22,"Moving",28261800
"025TA","India",25,520114182.764858,100,0,22,"Stationary",83701775
"025TA","India",25,520114182.764858,100,0,23,"Moving",28459200
"025TA","India",25,520114182.764858,100,0,23,"Stationary",85123336
"025TA","India",25,520114182.764858,100,0,24,"Moving",28902300
"025TA","India",25,520114182.764858,100,0,24,"Stationary",76204887
"025TA","India",25,520114182.764858,100,0,25,"Moving",30227100
"025TA","India",25,520114182.764858,100,0,25,"Stationary",65616393
"025TA","India",25,520114182.764858,100,0,26,"Moving",30787050
"025TA","India",25,520114182.764858,100,0,26,"Stationary",67757066
"025TA","India",25,520114182.764858,100,0,27,"Moving",30769500
"025TA","India",25,520114182.764858,100,0,27,"Stationary",74885134
"025TA","India",25,520114182.764858,100,0,28,"Moving",28937550
"025TA","India",25,520114182.764858,100,0,28,"Stationary",79182939
"025TA","India",25,520114182.764858,100,0,29,"Moving",25564800
"025TA","India",25,520114182.764858,100,0,29,"Stationary",82120801
"025TA","India",25,520114182.764858,100,0,30,"Moving",22783650
"025TA","India",25,520114182.764858,100,0,30,"Stationary",78310520
"025TA","India",25,520114182.764858,100,0,31,"Moving",23053200
"025TA","India",25,520114182.764858,100,0,31,"Stationary",72718610
"025TA","India",25,520114182.764858,100,0,32,"Moving",22736100
"025TA","India",25,520114182.764858,100,0,32,"Stationary",73449747
"025TA","India",25,520114182.764858,100,0,33,"Moving",22807050
"025TA","India",25,520114182.764858,100,0,33,"Stationary",75154184
"025TA","India",25,520114182.764858,100,0,34,"Moving",24205800
"025TA","India",25,520114182.764858,100,0,34,"Stationary",80285942
"025TA","India",25,520114182.764858,100,0,35,"Moving",24657450
"025TA","India",25,520114182.764858,100,0,35,"Stationary",77885063
"025TA","India",25,520114182.764858,100,0,36,"Moving",21639600
"025TA","India",25,520114182.764858,100,0,36,"Stationary",66922829
"025TA","India",25,520114182.764858,100,0,37,"Moving",20806350
"025TA","India",25,520114182.764858,100,0,37,"Stationary",66236123
"025TA","India",25,520114182.764858,100,0,38,"Moving",21168150
"025TA","India",25,520114182.764858,100,0,38,"Stationary",65002358
"025TA","India",25,520114182.764858,100,0,39,"Moving",20834250
"025TA","India",25,520114182.764858,100,0,39,"Stationary",68714160
"025TA","India",25,520114182.764858,100,0,40,"Moving",20746500
"025TA","India",25,520114182.764858,100,0,40,"Stationary",80648621
"025TA","India",25,520114182.764858,100,0,41,"Moving",19765950
"025TA","India",25,520114182.764858,100,0,41,"Stationary",81266083
"025TA","India",25,520114182.764858,100,0,42,"Moving",19767150
"025TA","India",25,520114182.764858,100,0,42,"Stationary",76132440
"025TA","India",25,520114182.764858,100,0,43,"Moving",18297300
"025TA","India",25,520114182.764858,100,0,43,"Stationary",66779434
"025TA","India",25,520114182.764858,100,0,44,"Moving",19056000
"025TA","India",25,520114182.764858,100,0,44,"Stationary",63078626
"025TA","India",25,520114182.764858,100,0,45,"Moving",18216450
"025TA","India",25,520114182.764858,100,0,45,"Stationary",62059105
"025TA","India",25,520114182.764858,100,0,46,"Moving",16374750
"025TA","India",25,520114182.764858,100,0,46,"Stationary",66273242
"025TA","India",25,520114182.764858,100,0,47,"Moving",16922250
"025TA","India",25,520114182.764858,100,0,47,"Stationary",68607201
"025TA","India",25,520114182.764858,100,0,48,"Moving",16926600
"025TA","India",25,520114182.764858,100,0,48,"Stationary",65954201
"025TA","India",25,520114182.764858,100,0,49,"Moving",16315950
"025TA","India",25,520114182.764858,100,0,49,"Stationary",64053931
"025TA","India",25,520114182.764858,100,0,50,"Moving",16190550
"025TA","India",25,520114182.764858,100,0,50,"Stationary",61970018
"025TA","India",25,520114182.764858,100,0,51,"Moving",16856100
"025TA","India",25,520114182.764858,100,0,51,"Stationary",59413644
"025TA","India",25,520114182.764858,100,0,52,"Moving",18153000
"025TA","India",25,520114182.764858,100,0,52,"Stationary",57062134
"025TA","India",25,520114182.764858,100,0,53,"Moving",17684250
"025TA","India",25,520114182.764858,100,0,53,"Stationary",53443423
"025TA","India",25,520114182.764858,100,0,54,"Moving",16639500
"025TA","India",25,520114182.764858,100,0,54,"Stationary",48679290
"025TA","India",25,520114182.764858,100,0,55,"Moving",14426100
"025TA","India",25,520114182.764858,100,0,55,"Stationary",48555069
"025TA","India",25,520114182.764858,100,0,56,"Moving",13800450
"025TA","India",25,520114182.764858,100,0,56,"Stationary",50051586
"025TA","India",25,520114182.764858,100,0,57,"Moving",13264200
"025TA","India",25,520114182.764858,100,0,57,"Stationary",55124872
"025TA","India",25,520114182.764858,100,0,58,"Moving",13974300
"025TA","India",25,520114182.764858,100,0,58,"Stationary",57496877
"025TA","India",25,520114182.764858,100,0,59,"Moving",13442850
"025TA","India",25,520114182.764858,100,0,59,"Stationary",57523482
"025TA","India",25,520114182.764858,100,0,60,"Moving",14468700
"025TA","India",25,520114182.764858,100,0,60,"Stationary",51800084
"025TA","India",25,520114182.764858,100,0,61,"Moving",12658650
"025TA","India",25,520114182.764858,100,0,61,"Stationary",47284737
"025TA","India",25,520114182.764858,100,0,62,"Moving",12339600
"025TA","India",25,520114182.764858,100,0,62,"Stationary",46000250
"025TA","India",25,520114182.764858,100,0,63,"Moving",12379350
"025TA","India",25,520114182.764858,100,0,63,"Stationary",42135613
"025TA","India",25,520114182.764858,100,0,64,"Moving",12962550
"025TA","India",25,520114182.764858,100,0,64,"Stationary",44697591
"025TA","India",25,520114182.764858,100,0,65,"Moving",13735350
"025TA","India",25,520114182.764858,100,0,65,"Stationary",50818729
"025TA","India",25,520114182.764858,100,0,66,"Moving",14975100
"025TA","India",25,520114182.764858,100,0,66,"Stationary",48017066
"025TA","India",25,520114182.764858,100,0,67,"Moving",12261150
"025TA","India",25,520114182.764858,100,0,67,"Stationary",41940583
"025TA","India",25,520114182.764858,100,0,68,"Moving",10907550
"025TA","India",25,520114182.764858,100,0,68,"Stationary",39272153
"025TA","India",25,520114182.764858,100,0,69,"Moving",9989400
"025TA","India",25,520114182.764858,100,0,69,"Stationary",37069444
"025TA","India",25,520114182.764858,100,0,70,"Moving",10153500
"025TA","India",25,520114182.764858,100,0,70,"Stationary",35658870
"025TA","India",25,520114182.764858,100,0,71,"Moving",11961300
"025TA","India",25,520114182.764858,100,0,71,"Stationary",34189019
"025TA","India",25,520114182.764858,100,0,72,"Moving",13397100
"025TA","India",25,520114182.764858,100,0,72,"Stationary",34854933
"025TA","India",25,520114182.764858,100,0,73,"Moving",11948700
"025TA","India",25,520114182.764858,100,0,73,"Stationary",31738162
"025TA","India",25,520114182.764858,100,0,74,"Moving",10746000
"025TA","India",25,520114182.764858,100,0,74,"Stationary",28965677
"025TA","India",25,520114182.764858,100,0,75,"Moving",10525950
"025TA","India",25,520114182.764858,100,0,75,"Stationary",27061070
"025TA","India",25,520114182.764858,100,0,76,"Moving",9839550
"025TA","India",25,520114182.764858,100,0,76,"Stationary",26483991
"025TA","India",25,520114182.764858,100,0,77,"Moving",8847300
"025TA","India",25,520114182.764858,100,0,77,"Stationary",27525744
"025TA","India",25,520114182.764858,100,0,78,"Moving",9304650
"025TA","India",25,520114182.764858,100,0,78,"Stationary",25777555
"025TA","India",25,520114182.764858,100,0,79,"Moving",11982600
"025TA","India",25,520114182.764858,100,0,79,"Stationary",23379817
"025TA","India",25,520114182.764858,100,0,80,"Moving",12088800
"025TA","India",25,520114182.764858,100,0,80,"Stationary",20620403
"025TA","India",25,520114182.764858,100,0,81,"Moving",10886250
"025TA","India",25,520114182.764858,100,0,81,"Stationary",19271864
"025TA","India",25,520114182.764858,100,0,82,"Moving",10773000
"025TA","India",25,520114182.764858,100,0,82,"Stationary",20888064
"025TA","India",25,520114182.764858,100,0,83,"Moving",8888550
"025TA","India",25,520114182.764858,100,0,83,"Stationary",22924571
"025TA","India",25,520114182.764858,100,0,84,"Moving",7798650
"025TA","India",25,520114182.764858,100,0,84,"Stationary",24057353
"025TA","India",25,520114182.764858,100,0,85,"Moving",7357950
"025TA","India",25,520114182.764858,100,0,85,"Stationary",24365642
"025TA","India",25,520114182.764858,100,0,86,"Moving",6825750
"025TA","India",25,520114182.764858,100,0,86,"Stationary",23066149
"025TA","India",25,520114182.764858,100,0,87,"Moving",6911400
"025TA","India",25,520114182.764858,100,0,87,"Stationary",23526267
"025TA","India",25,520114182.764858,100,0,88,"Moving",7471950
"025TA","India",25,520114182.764858,100,0,88,"Stationary",22212611
"025TA","India",25,520114182.764858,100,0,89,"Moving",7312800
"025TA","India",25,520114182.764858,100,0,89,"Stationary",22225585
"025TA","India",25,520114182.764858,100,0,90,"Moving",6185850
"025TA","India",25,520114182.764858,100,0,90,"Stationary",23423089
"025TA","India",25,520114182.764858,100,0,91,"Moving",5996550
"025TA","India",25,520114182.764858,100,0,91,"Stationary",22063063
"025TA","India",25,520114182.764858,100,0,92,"Moving",5939850
"025TA","India",25,520114182.764858,100,0,92,"Stationary",18844607
"025TA","India",25,520114182.764858,100,0,93,"Moving",5807250
"025TA","India",25,520114182.764858,100,0,93,"Stationary",19276188
"025TA","India",25,520114182.764858,100,0,94,"Moving",6178500
"025TA","India",25,520114182.764858,100,0,94,"Stationary",22550714
"025TA","India",25,520114182.764858,100,0,95,"Moving",5752800
"025TA","India",25,520114182.764858,100,0,95,"Stationary",20621345
"025TA","India",25,520114182.764858,100,0,96,"Moving",5136750
"025TA","India",25,520114182.764858,100,0,96,"Stationary",17739863
"025TA","India",25,520114182.764858,100,0,97,"Moving",5663550
"025TA","India",25,520114182.764858,100,0,97,"Stationary",18591191
"025TA","India",25,520114182.764858,100,0,98,"Moving",5416050
"025TA","India",25,520114182.764858,100,0,98,"Stationary",15256878
"025TA","India",25,520114182.764858,100,0,99,"Moving",5439600
"025TA","India",25,520114182.764858,100,0,99,"Stationary",14521018
"025TA","India",25,520114182.764858,100,0,100,"Moving",244891800
"025TA","India",25,520114182.764858,100,0,100,"Stationary",567942072
"025TT","U.S.",25,682363230.462431,100,0,0,"Moving",183132324
"025TT","U.S.",25,682363230.462431,100,0,0,"Stationary",889973722
"025TT","U.S.",25,682363230.462431,100,0,1,"Moving",7298318
"025TT","U.S.",25,682363230.462431,100,0,1,"Stationary",374811817
"025TT","U.S.",25,682363230.462431,100,0,2,"Moving",16016606
"025TT","U.S.",25,682363230.462431,100,0,2,"Stationary",481008075
"025TT","U.S.",25,682363230.462431,100,0,3,"Moving",21089162
"025TT","U.S.",25,682363230.462431,100,0,3,"Stationary",481543191
"025TT","U.S.",25,682363230.462431,100,0,4,"Moving",22874927
"025TT","U.S.",25,682363230.462431,100,0,4,"Stationary",380124371
"025TT","U.S.",25,682363230.462431,100,0,5,"Moving",23347257
"025TT","U.S.",25,682363230.462431,100,0,5,"Stationary",298940820
"025TT","U.S.",25,682363230.462431,100,0,6,"Moving",23727058
"025TT","U.S.",25,682363230.462431,100,0,6,"Stationary",225950564
"025TT","U.S.",25,682363230.462431,100,0,7,"Moving",26150394
"025TT","U.S.",25,682363230.462431,100,0,7,"Stationary",176782435
"025TT","U.S.",25,682363230.462431,100,0,8,"Moving",30877121
"025TT","U.S.",25,682363230.462431,100,0,8,"Stationary",179136074
"025TT","U.S.",25,682363230.462431,100,0,9,"Moving",35200058
"025TT","U.S.",25,682363230.462431,100,0,9,"Stationary",185478618
"025TT","U.S.",25,682363230.462431,100,0,10,"Moving",36579500
"025TT","U.S.",25,682363230.462431,100,0,10,"Stationary",171058824
"025TT","U.S.",25,682363230.462431,100,0,11,"Moving",35941035
"025TT","U.S.",25,682363230.462431,100,0,11,"Stationary",155605107
"025TT","U.S.",25,682363230.462431,100,0,12,"Moving",36234118
"025TT","U.S.",25,682363230.462431,100,0,12,"Stationary",139516669
"025TT","U.S.",25,682363230.462431,100,0,13,"Moving",34975515
"025TT","U.S.",25,682363230.462431,100,0,13,"Stationary",124146572
"025TT","U.S.",25,682363230.462431,100,0,14,"Moving",34836945
"025TT","U.S.",25,682363230.462431,100,0,14,"Stationary",112389759
"025TT","U.S.",25,682363230.462431,100,0,15,"Moving",33548244
"025TT","U.S.",25,682363230.462431,100,0,15,"Stationary",108943492
"025TT","U.S.",25,682363230.462431,100,0,16,"Moving",33993754
"025TT","U.S.",25,682363230.462431,100,0,16,"Stationary",107168025
"025TT","U.S.",25,682363230.462431,100,0,17,"Moving",30515945
"025TT","U.S.",25,682363230.462431,100,0,17,"Stationary",99704887
"025TT","U.S.",25,682363230.462431,100,0,18,"Moving",25371869
"025TT","U.S.",25,682363230.462431,100,0,18,"Stationary",87105629
"025TT","U.S.",25,682363230.462431,100,0,19,"Moving",22546382
"025TT","U.S.",25,682363230.462431,100,0,19,"Stationary",79183554
"025TT","U.S.",25,682363230.462431,100,0,20,"Moving",23141637
"025TT","U.S.",25,682363230.462431,100,0,20,"Stationary",74454300
"025TT","U.S.",25,682363230.462431,100,0,21,"Moving",24759926
"025TT","U.S.",25,682363230.462431,100,0,21,"Stationary",77134809
"025TT","U.S.",25,682363230.462431,100,0,22,"Moving",26862316
"025TT","U.S.",25,682363230.462431,100,0,22,"Stationary",75499288
"025TT","U.S.",25,682363230.462431,100,0,23,"Moving",26581153
"025TT","U.S.",25,682363230.462431,100,0,23,"Stationary",62288795
"025TT","U.S.",25,682363230.462431,100,0,24,"Moving",24028783
"025TT","U.S.",25,682363230.462431,100,0,24,"Stationary",57539853
"025TT","U.S.",25,682363230.462431,100,0,25,"Moving",22437910
"025TT","U.S.",25,682363230.462431,100,0,25,"Stationary",48757848
"025TT","U.S.",25,682363230.462431,100,0,26,"Moving",23873227
"025TT","U.S.",25,682363230.462431,100,0,26,"Stationary",47607521
"025TT","U.S.",25,682363230.462431,100,0,27,"Moving",25066121
"025TT","U.S.",25,682363230.462431,100,0,27,"Stationary",53125701
"025TT","U.S.",25,682363230.462431,100,0,28,"Moving",23432783
"025TT","U.S.",25,682363230.462431,100,0,28,"Stationary",54537806
"025TT","U.S.",25,682363230.462431,100,0,29,"Moving",21088566
"025TT","U.S.",25,682363230.462431,100,0,29,"Stationary",52254155
"025TT","U.S.",25,682363230.462431,100,0,30,"Moving",20105017
"025TT","U.S.",25,682363230.462431,100,0,30,"Stationary",49956295
"025TT","U.S.",25,682363230.462431,100,0,31,"Moving",17697028
"025TT","U.S.",25,682363230.462431,100,0,31,"Stationary",50967105
"025TT","U.S.",25,682363230.462431,100,0,32,"Moving",16692172
"025TT","U.S.",25,682363230.462431,100,0,32,"Stationary",51285175
"025TT","U.S.",25,682363230.462431,100,0,33,"Moving",17721911
"025TT","U.S.",25,682363230.462431,100,0,33,"Stationary",51459852
"025TT","U.S.",25,682363230.462431,100,0,34,"Moving",16109135
"025TT","U.S.",25,682363230.462431,100,0,34,"Stationary",51123336
"025TT","U.S.",25,682363230.462431,100,0,35,"Moving",17853627
"025TT","U.S.",25,682363230.462431,100,0,35,"Stationary",52348130
"025TT","U.S.",25,682363230.462431,100,0,36,"Moving",18008736
"025TT","U.S.",25,682363230.462431,100,0,36,"Stationary",52181148
"025TT","U.S.",25,682363230.462431,100,0,37,"Moving",17302625
"025TT","U.S.",25,682363230.462431,100,0,37,"Stationary",52259965
"025TT","U.S.",25,682363230.462431,100,0,38,"Moving",15477971
"025TT","U.S.",25,682363230.462431,100,0,38,"Stationary",45861052
"025TT","U.S.",25,682363230.462431,100,0,39,"Moving",16469417
"025TT","U.S.",25,682363230.462431,100,0,39,"Stationary",44640557
"025TT","U.S.",25,682363230.462431,100,0,40,"Moving",17473528
"025TT","U.S.",25,682363230.462431,100,0,40,"Stationary",43604827
"025TT","U.S.",25,682363230.462431,100,0,41,"Moving",17971188
"025TT","U.S.",25,682363230.462431,100,0,41,"Stationary",41362446
"025TT","U.S.",25,682363230.462431,100,0,42,"Moving",18208098
"025TT","U.S.",25,682363230.462431,100,0,42,"Stationary",38221671
"025TT","U.S.",25,682363230.462431,100,0,43,"Moving",18283641
"025TT","U.S.",25,682363230.462431,100,0,43,"Stationary",35191836
"025TT","U.S.",25,682363230.462431,100,0,44,"Moving",19358527
"025TT","U.S.",25,682363230.462431,100,0,44,"Stationary",34781723
"025TT","U.S.",25,682363230.462431,100,0,45,"Moving",19469085
"025TT","U.S.",25,682363230.462431,100,0,45,"Stationary",36515547
