Participant.ID,Country,Weeks.At.Test,AgeMatchGroup,Clip.Index,Segment.Index,Motion.Static,Segment.Start.ms,Segment.End.ms,Segment.ms
053KD,U.S.,53,53.5,1,49,Moving,2921178,2923999,2821
025TT,U.S.,25,25,1,0,Unclassified,0,2825,2825
034NW,U.S.,34,35,1,0,Unclassified,0,2830,2830
036VI,India,36,36,7,11,Moving,197831,200667,2836
018MT,U.S.,18,17.5,13,11,Moving,506900,509748,2848
057AP,U.S.,57,57.5,11,51,Moving,2622782,2625630,2848
046TE,U.S.,46,46.5,10,8,Stationary,424316,427164,2848
036MR,U.S.,36,36,5,19,Moving,514255,517104,2849
057AP,U.S.,57,57.5,4,21,Stationary,369094,371943,2849
006AP,U.S.,6,6,16,1,Moving,26112,28967,2855
053KD,U.S.,53,53.5,6,20,Moving,564400,567255,2855
018MT,U.S.,18,17.5,13,26,Stationary,1038762,1041623,2861
036VI,India,36,36,13,79,Moving,1471745,1474620,2875
046TE,U.S.,46,46.5,7,10,Stationary,1224499,1227374,2875
046TE,U.S.,46,46.5,6,14,Moving,1033125,1036001,2876
036VI,India,36,36,9,57,Moving,1507787,1510667,2880
048RE,India,48,46.5,10,7,Moving,172682,175566,2884
036MR,U.S.,36,36,15,21,Moving,270507,273392,2885
053KD,U.S.,53,53.5,3,33,Moving,528323,531208,2885
057AP,U.S.,57,57.5,4,78,Moving,2098436,2101323,2887
057AP,U.S.,57,57.5,4,176,Moving,3952912,3955799,2887
036VI,India,36,36,12,125,Moving,2733192,2736081,2889
036VI,India,36,36,5,157,Moving,4266320,4269209,2889
036VI,India,36,36,12,151,Moving,3012638,3015527,2889
025TT,U.S.,25,25,11,20,Moving,1087757,1090660,2903
058LA,India,58,57.5,8,31,Stationary,1294700,1297607,2907
034NW,U.S.,34,35,14,22,Stationary,724863,727783,2920
018MT,U.S.,18,17.5,2,9,Moving,1095940,1098862,2922
053KD,U.S.,53,53.5,7,120,Moving,2171456,2174378,2922
018MT,U.S.,18,17.5,13,4,Stationary,86321,89243,2922
036MR,U.S.,36,36,17,31,Moving,533324,536247,2923
036VI,India,36,36,12,189,Moving,3612942,3615865,2923
036VI,India,36,36,5,43,Moving,2042788,2045711,2923
053KD,U.S.,53,53.5,6,14,Moving,369580,372503,2923
036VI,India,36,36,15,28,Moving,706663,709587,2924
024DA,India,24,23,11,8,Stationary,181013,183953,2940
048RE,India,48,46.5,17,25,Moving,342023,344964,2941
036MR,U.S.,36,36,6,42,Moving,917321,920278,2957
036VI,India,36,36,12,113,Stationary,2520760,2523717,2957
053KD,U.S.,53,53.5,4,19,Moving,1184333,1187292,2959
057AP,U.S.,57,57.5,6,15,Moving,164280,167239,2959
036MR,U.S.,36,36,11,46,Stationary,520849,523808,2959
034NW,U.S.,34,35,7,9,Stationary,333225,336201,2976
048RE,India,48,46.5,20,27,Stationary,967737,970720,2983
024DA,India,24,23,4,11,Moving,1207678,1210662,2984
024DA,India,24,23,11,10,Stationary,188853,191840,2987
036VI,India,36,36,5,113,Moving,3283074,3286065,2991
053KD,U.S.,53,53.5,6,70,Moving,2890102,2893093,2991
036MR,U.S.,36,36,15,11,Moving,142709,145705,2996
057AP,U.S.,57,57.5,7,31,Moving,1192066,1195062,2996
034NW,U.S.,34,35,14,1,Moving,3626,6628,3002
034NW,U.S.,34,35,9,39,Stationary,1758641,1761652,3011
058LA,India,58,57.5,7,0,Stationary,0,3012,3012
048RE,India,48,46.5,9,42,Stationary,1423687,1426710,3023
022JL,U.S.,22,23,12,25,Moving,1789930,1792955,3025
022JL,U.S.,22,23,14,45,Moving,1134649,1137674,3025
036MR,U.S.,36,36,17,7,Moving,208624,211649,3025
022JL,U.S.,22,23,14,40,Stationary,831675,834700,3025
036VI,India,36,36,7,27,Moving,1067548,1070576,3028
048RE,India,48,46.5,17,23,Moving,327116,330146,3030
034NW,U.S.,34,35,11,8,Stationary,129543,132575,3032
036MR,U.S.,36,36,11,185,Moving,2373069,2376102,3033
053KD,U.S.,53,53.5,7,110,Moving,1978908,1981941,3033
024DA,India,24,23,4,21,Moving,1315560,1318599,3039
036VI,India,36,36,11,24,Moving,815860,818899,3039
057AP,U.S.,57,57.5,4,96,Moving,2506518,2509557,3039
036VI,India,36,36,5,68,Stationary,2373966,2377007,3041
022JL,U.S.,22,23,14,11,Moving,265166,268225,3059
036VI,India,36,36,5,109,Moving,3256690,3259749,3059
036VI,India,36,36,13,105,Moving,1869218,1872279,3061
025TT,U.S.,25,25,16,2,Stationary,661959,665025,3066
036MR,U.S.,36,36,15,3,Moving,22644,25714,3070
053KD,U.S.,53,53.5,7,142,Moving,3095864,3098934,3070
057AP,U.S.,57,57.5,8,15,Moving,1271727,1274797,3070
057AP,U.S.,57,57.5,8,13,Moving,1239685,1242755,3070
046TE,U.S.,46,46.5,18,21,Stationary,326673,329743,3070
046TE,U.S.,46,46.5,6,20,Moving,1159887,1162966,3079
036VI,India,36,36,12,10,Moving,605438,608519,3081
036VI,India,36,36,13,118,Stationary,2203789,2206871,3082
034JC,U.S.,34,34,7,4,Moving,46727,49817,3090
036VI,India,36,36,9,43,Moving,925111,928201,3090
022JL,U.S.,22,23,11,37,Moving,2496076,2499169,3093
036VI,India,36,36,12,152,Stationary,3015528,3018621,3093
036VI,India,36,36,12,190,Stationary,3615866,3618959,3093
048RE,India,48,46.5,17,34,Stationary,465121,468221,3100
006MO,India,6,6,6,3,Moving,256668,259772,3104
018MT,U.S.,18,17.5,8,25,Moving,1695710,1698817,3107
053KD,U.S.,53,53.5,3,91,Moving,1539903,1543010,3107
057AP,U.S.,57,57.5,7,11,Moving,371591,374698,3107
036VI,India,36,36,9,27,Stationary,592999,596106,3107
053KD,U.S.,53,53.5,2,20,Stationary,572538,575645,3107
034NW,U.S.,34,35,14,15,Moving,298728,301839,3111
036VI,India,36,36,13,85,Moving,1511708,1514821,3113
017MA,India,17,17.5,14,6,Unclassified,584036,587153,3117
036MR,U.S.,36,36,17,1,Moving,53312,56439,3127
036VI,India,36,36,5,71,Moving,2406962,2410089,3127
036VI,India,36,36,11,4,Moving,74218,77346,3128
046TE,U.S.,46,46.5,18,14,Moving,275280,278424,3144
057AP,U.S.,57,57.5,11,54,Stationary,2649422,2652566,3144
046TE,U.S.,46,46.5,7,63,Moving,3280428,3283578,3150
034NW,U.S.,34,35,9,49,Stationary,1950470,1953620,3150
036MR,U.S.,36,36,5,3,Moving,45753,48906,3153
057AP,U.S.,57,57.5,4,92,Moving,2376102,2379255,3153
057AP,U.S.,57,57.5,4,148,Moving,3408524,3411677,3153
036VI,India,36,36,11,35,Stationary,937990,941145,3155
034NW,U.S.,34,35,11,41,Moving,2502930,2506088,3158
006AP,U.S.,6,6,7,1,Moving,149601,152761,3160
036VI,India,36,36,12,127,Moving,2751144,2754305,3161
018MT,U.S.,18,17.5,6,23,Moving,1013245,1016426,3181
036MR,U.S.,36,36,13,51,Moving,1141561,1144742,3181
036VI,India,36,36,15,46,Moving,1028119,1031300,3181
046TE,U.S.,46,46.5,18,16,Moving,287675,290856,3181
053KD,U.S.,53,53.5,3,101,Moving,1738704,1741885,3181
053KD,U.S.,53,53.5,3,57,Moving,886668,889849,3181
034NW,U.S.,34,35,11,31,Moving,930083,933267,3184
036NI,India,36,35,5,1,Moving,48900,52087,3187
057AP,U.S.,57,57.5,4,104,Moving,2655668,2658859,3191
054AJ,India,54,53.5,13,1,Moving,5355,8547,3192
006AP,U.S.,6,6,16,5,Moving,41446,44641,3195
022JL,U.S.,22,23,14,9,Moving,259556,262751,3195
022JL,U.S.,22,23,14,57,Moving,1289791,1292986,3195
048RE,India,48,46.5,9,19,Moving,679925,683121,3196
036VI,India,36,36,12,68,Moving,2085900,2089098,3198
036VI,India,36,36,15,90,Moving,2059420,2062618,3198
058LA,India,58,57.5,5,10,Stationary,930179,933378,3199
018MT,U.S.,18,17.5,8,47,Moving,2127278,2130496,3218
022JL,U.S.,22,23,6,3,Moving,456321,459539,3218
036MR,U.S.,36,36,11,71,Moving,804010,807228,3218
036VI,India,36,36,9,39,Moving,714581,717799,3218
036MR,U.S.,36,36,15,0,Stationary,0,3218,3218
034JC,U.S.,34,34,12,13,Moving,1090985,1094204,3219
036VI,India,36,36,9,49,Moving,1068554,1071778,3224
053KD,U.S.,53,53.5,6,28,Moving,938604,941833,3229
053KD,U.S.,53,53.5,6,54,Moving,1760996,1764225,3229
057AP,U.S.,57,57.5,10,7,Moving,350608,353837,3229
036MR,U.S.,36,36,17,26,Stationary,445162,448391,3229
048RE,India,48,46.5,7,10,Moving,137614,140845,3231
006AP,U.S.,6,6,7,4,Stationary,190722,193960,3238
025TT,U.S.,25,25,20,20,Stationary,1193028,1196266,3238
046TE,U.S.,46,46.5,15,46,Stationary,1724622,1727864,3242
024DA,India,24,23,11,14,Stationary,223697,226945,3248
036VI,India,36,36,13,96,Stationary,1575899,1579157,3258
046TE,U.S.,46,46.5,7,18,Stationary,1331385,1334643,3258
036VI,India,36,36,13,26,Stationary,402370,405631,3261
006AP,U.S.,6,6,17,3,Moving,736678,739941,3263
034NW,U.S.,34,35,5,5,Stationary,275197,278460,3263
036VI,India,36,36,12,196,Stationary,3725924,3729187,3263
057AP,U.S.,57,57.5,4,60,Moving,1856376,1859643,3267
057AP,U.S.,57,57.5,4,35,Stationary,690612,693879,3267
057AP,U.S.,57,57.5,10,5,Moving,335104,338372,3268
036VI,India,36,36,15,20,Moving,478077,481354,3277
036MR,U.S.,36,36,11,163,Moving,2046951,2050243,3292
046TE,U.S.,46,46.5,18,8,Moving,202057,205349,3292
048RE,India,48,46.5,11,22,Stationary,372584,375876,3292
036MR,U.S.,36,36,6,9,Stationary,200771,204068,3297
034NW,U.S.,34,35,14,5,Moving,41783,45081,3298
036MR,U.S.,36,36,14,21,Moving,257754,261059,3305
054AJ,India,54,53.5,28,30,Stationary,261237,264549,3312
036VI,India,36,36,12,32,Moving,978894,982208,3314
006MO,India,6,6,3,0,Unclassified,0,3327,3327
036VI,India,36,36,9,33,Moving,624449,627778,3329
034SA,India,34,34,14,6,Moving,429540,432871,3331
053KD,U.S.,53,53.5,6,12,Moving,343536,346867,3331
025TT,U.S.,25,25,7,4,Unclassified,1044852,1048183,3331
036VI,India,36,36,12,212,Stationary,3834588,3837919,3331
036MR,U.S.,36,36,5,37,Moving,978197,981540,3343
036VI,India,36,36,11,28,Moving,857014,860357,3343
057AP,U.S.,57,57.5,4,24,Moving,379924,383267,3343
057AP,U.S.,57,57.5,4,180,Moving,4118136,4121479,3343
034NW,U.S.,34,35,4,16,Stationary,388196,391540,3344
034NW,U.S.,34,35,14,21,Moving,721515,724862,3347
048RE,India,48,46.5,9,54,Stationary,1669465,1672814,3349
048RE,India,48,46.5,9,74,Stationary,2559836,2563189,3353
024DA,India,24,23,11,33,Moving,867736,871091,3355
036VI,India,36,36,12,58,Moving,1935552,1938908,3356
036VI,India,36,36,12,123,Moving,2720714,2724070,3356
058LA,India,58,57.5,4,0,Unclassified,0,3356,3356
022JL,U.S.,22,23,12,29,Moving,1861602,1864967,3365
036VI,India,36,36,12,201,Moving,3747548,3750913,3365
036VI,India,36,36,12,135,Moving,2831690,2835055,3365
046TE,U.S.,46,46.5,8,5,Moving,221986,225351,3365
036MR,U.S.,36,36,13,55,Moving,1218484,1221850,3366
046TE,U.S.,46,46.5,18,32,Moving,602286,605652,3366
053KD,U.S.,53,53.5,5,17,Moving,1106189,1109555,3366
053KD,U.S.,53,53.5,4,5,Moving,164095,167461,3366
057AP,U.S.,57,57.5,11,23,Moving,984089,987455,3366
057AP,U.S.,57,57.5,11,13,Moving,283124,286490,3366
053KD,U.S.,53,53.5,7,27,Stationary,319902,323268,3366
034NW,U.S.,34,35,9,46,Moving,1872806,1876186,3380
006AP,U.S.,6,6,7,3,Moving,187340,190721,3381
036MR,U.S.,36,36,14,13,Moving,155800,159181,3381
034NW,U.S.,34,35,5,20,Unclassified,566254,569635,3381
057AP,U.S.,57,57.5,4,141,Stationary,3284948,3288329,3381
036VI,India,36,36,13,141,Moving,2781438,2784821,3383
036MR,U.S.,36,36,8,54,Stationary,553181,556580,3399
036VI,India,36,36,5,48,Stationary,2124456,2127855,3399
036MR,U.S.,36,36,11,179,Moving,2307320,2310723,3403
036MR,U.S.,36,36,4,10,Moving,151331,154734,3403
053KD,U.S.,53,53.5,3,0,Stationary,0,3403,3403
034JC,U.S.,34,34,6,21,Stationary,1616210,1619624,3414
036VI,India,36,36,13,168,Stationary,3492025,3495444,3419
025TA,India,25,25,1,0,Unclassified,0,3421,3421
034NW,U.S.,34,35,15,34,Stationary,818752,822177,3425
036VI,India,36,36,13,89,Moving,1532380,1535809,3429
025TT,U.S.,25,25,4,20,Moving,1013158,1016589,3431
036MR,U.S.,36,36,6,38,Moving,861357,864790,3433
036VI,India,36,36,13,12,Moving,236368,239801,3433
053KD,U.S.,53,53.5,6,32,Moving,994228,997661,3433
054AJ,India,54,53.5,23,0,Unclassified,0,3437,3437
034NW,U.S.,34,35,14,31,Moving,860099,863538,3439
036MR,U.S.,36,36,9,37,Moving,840752,844192,3440
022JL,U.S.,22,23,15,28,Stationary,2619267,2622707,3440
036MR,U.S.,36,36,7,32,Stationary,1926517,1929957,3440
036MR,U.S.,36,36,15,12,Stationary,145706,149146,3440
053KD,U.S.,53,53.5,3,60,Stationary,962074,965514,3440
057AP,U.S.,57,57.5,4,36,Moving,693880,697337,3457
046TE,U.S.,46,46.5,7,24,Stationary,1366486,1369949,3463
036MR,U.S.,36,36,8,53,Moving,549713,553180,3467
036MR,U.S.,36,36,17,37,Moving,635494,638961,3467
036MR,U.S.,36,36,11,183,Moving,2359120,2362597,3477
036MR,U.S.,36,36,11,153,Moving,1936432,1939909,3477
034JC,U.S.,34,34,1,0,Unclassified,0,3480,3480
025TT,U.S.,25,25,20,11,Moving,1086649,1090133,3484
057AP,U.S.,57,57.5,4,62,Moving,1885864,1889359,3495
057AP,U.S.,57,57.5,4,1,Stationary,6878,10373,3495
048RE,India,48,46.5,18,21,Moving,1330278,1333777,3499
036VI,India,36,36,12,94,Moving,2304350,2307851,3501
054AJ,India,54,53.5,28,18,Stationary,124589,128090,3501
054AJ,India,54,53.5,19,0,Unclassified,0,3502,3502
034NW,U.S.,34,35,15,15,Moving,336530,340037,3507
036VI,India,36,36,9,51,Moving,1105153,1108667,3514
057AP,U.S.,57,57.5,8,58,Stationary,3337770,3341284,3514
036MR,U.S.,36,36,4,0,Moving,0,3515,3515
025TT,U.S.,25,25,4,24,Moving,1070355,1073878,3523
018MT,U.S.,18,17.5,9,0,Unclassified,0,3526,3526
025TT,U.S.,25,25,17,17,Moving,1399344,1402874,3530
048RE,India,48,46.5,13,7,Stationary,149694,153227,3533
036VI,India,36,36,5,134,Stationary,3715690,3719225,3535
036VI,India,36,36,12,129,Moving,2764404,2767944,3540
034JC,U.S.,34,34,6,49,Stationary,2394710,2398255,3545
036VI,India,36,36,13,37,Moving,576414,579962,3548
036VI,India,36,36,5,42,Stationary,2039239,2042787,3548
022JL,U.S.,22,23,15,9,Moving,1720019,1723570,3551
036MR,U.S.,36,36,13,89,Moving,1798607,1802158,3551
036MR,U.S.,36,36,4,24,Moving,276021,279572,3551
053KD,U.S.,53,53.5,7,12,Moving,166870,170421,3551
053KD,U.S.,53,53.5,3,13,Moving,218485,222036,3551
036VI,India,36,36,9,0,Unclassified,0,3551,3551
036MR,U.S.,36,36,11,86,Stationary,1019868,1023419,3551
057AP,U.S.,57,57.5,11,0,Stationary,0,3551,3551
046TE,U.S.,46,46.5,7,90,Stationary,3995598,3999151,3553
034JC,U.S.,34,34,6,3,Stationary,273939,277493,3554
054AJ,India,54,53.5,16,8,Unclassified,108484,112045,3561
036NI,India,36,35,6,8,Moving,335710,339278,3568
036MR,U.S.,36,36,14,15,Moving,164540,168111,3571
036MR,U.S.,36,36,7,15,Moving,1100640,1104228,3588
053KD,U.S.,53,53.5,2,17,Moving,508676,512264,3588
036MR,U.S.,36,36,2,14,Stationary,273060,276648,3588
058LA,India,58,57.5,8,28,Moving,1242536,1246128,3592
046TE,U.S.,46,46.5,7,19,Moving,1334644,1338239,3595
048RE,India,48,46.5,9,67,Moving,2311154,2314749,3595
036MR,U.S.,36,36,6,36,Moving,765749,769352,3603
036VI,India,36,36,12,210,Stationary,3811638,3815241,3603
034NW,U.S.,34,35,11,25,Moving,711712,715316,3604
057AP,U.S.,57,57.5,4,67,Stationary,1975582,1979191,3609
046TE,U.S.,46,46.5,7,75,Moving,3722137,3725753,3616
025TT,U.S.,25,25,20,12,Stationary,1090134,1093756,3622
036MR,U.S.,36,36,11,193,Moving,2477002,2480627,3625
036MR,U.S.,36,36,11,65,Moving,723387,727012,3625
036MR,U.S.,36,36,11,59,Moving,673918,677543,3625
034NW,U.S.,34,35,14,0,Stationary,0,3625,3625
036MR,U.S.,36,36,11,132,Stationary,1579937,1583562,3625
036MR,U.S.,36,36,13,26,Stationary,623746,627371,3625
036VI,India,36,36,15,53,Stationary,1143189,1146814,3625
053KD,U.S.,53,53.5,4,14,Stationary,1151033,1154658,3625
057AP,U.S.,57,57.5,9,28,Stationary,983016,986641,3625
006MO,India,6,6,18,0,Unclassified,0,3627,3627
048RE,India,48,46.5,9,53,Moving,1665832,1669464,3632
048RE,India,48,46.5,11,55,Moving,1207691,1211327,3636
022JL,U.S.,22,23,11,13,Moving,876554,880191,3637
036VI,India,36,36,5,151,Moving,4145280,4148918,3638
034NW,U.S.,34,35,15,66,Stationary,2419749,2423387,3638
036VI,India,36,36,13,103,Moving,1664640,1668281,3641
048RE,India,48,46.5,18,39,Moving,1727980,1731623,3643
057AP,U.S.,57,57.5,4,121,Stationary,3037872,3041519,3647
034NW,U.S.,34,35,6,15,Moving,539618,543270,3652
036MR,U.S.,36,36,15,29,Moving,471898,475560,3662
036MR,U.S.,36,36,11,141,Moving,1673177,1676839,3662
036MR,U.S.,36,36,7,34,Stationary,1936359,1940021,3662
036VI,India,36,36,12,15,Stationary,723860,727527,3667
057AP,U.S.,57,57.5,7,27,Moving,856920,860589,3669
036MR,U.S.,36,36,8,59,Moving,592383,596054,3671
036VI,India,36,36,12,62,Moving,1977848,1981519,3671
057AP,U.S.,57,57.5,10,9,Moving,410210,413881,3671
036VI,India,36,36,12,73,Stationary,2106470,2110141,3671
036VI,India,36,36,12,103,Stationary,2398836,2402507,3671
046TE,U.S.,46,46.5,15,30,Stationary,1362592,1366267,3675
036VI,India,36,36,13,83,Moving,1501984,1505665,3681
054AJ,India,54,53.5,26,6,Moving,68795,72478,3683
025TA,India,25,25,29,0,Unclassified,0,3686,3686
036VI,India,36,36,15,56,Moving,1226069,1229763,3694
036MR,U.S.,36,36,13,5,Moving,120065,123764,3699
036MR,U.S.,36,36,11,39,Moving,430976,434675,3699
018MT,U.S.,18,17.5,8,50,Stationary,2174231,2177930,3699
018MT,U.S.,18,17.5,1,4,Stationary,82732,86431,3699
053KD,U.S.,53,53.5,3,84,Stationary,1428681,1432380,3699
053KD,U.S.,53,53.5,7,139,Stationary,3079214,3082913,3699
006MO,India,6,6,20,3,Unclassified,150420,154120,3700
054AJ,India,54,53.5,28,11,Moving,73027,76731,3704
036MR,U.S.,36,36,6,40,Moving,899675,903380,3705
036VI,India,36,36,12,17,Stationary,729402,733107,3705
034NW,U.S.,34,35,11,17,Moving,262833,266540,3707
036VI,India,36,36,12,38,Moving,1288192,1291901,3709
036MR,U.S.,36,36,14,3,Moving,16112,19833,3721
036VI,India,36,36,11,6,Moving,236816,240539,3723
036VI,India,36,36,11,36,Moving,941146,944880,3734
036MR,U.S.,36,36,9,3,Moving,31414,35150,3736
053KD,U.S.,53,53.5,3,104,Stationary,1767120,1770856,3736
036VI,India,36,36,12,108,Moving,2475676,2479415,3739
025TT,U.S.,25,25,20,23,Moving,1218931,1222671,3740
034NW,U.S.,34,35,9,9,Stationary,386593,390342,3749
034NW,U.S.,34,35,6,21,Moving,934380,938135,3755
036NI,India,36,35,4,7,Stationary,217737,221497,3760
024DA,India,24,23,4,10,Stationary,1203916,1207677,3761
054AJ,India,54,53.5,18,7,Unclassified,60236,63998,3762
024DA,India,24,23,11,2,Stationary,53643,57407,3764
006AP,U.S.,6,6,10,18,Stationary,1504199,1507967,3768
053KD,U.S.,53,53.5,7,18,Moving,229955,233728,3773
053KD,U.S.,53,53.5,7,57,Stationary,707218,710991,3773
034JC,U.S.,34,34,7,10,Moving,110645,114423,3778
036VI,India,36,36,12,20,Moving,747184,750983,3799
036MR,U.S.,36,36,14,2,Stationary,12312,16111,3799
036VI,India,36,36,11,22,Moving,788272,792074,3802
025TA,India,25,25,19,1,Moving,70271,74077,3806
046TE,U.S.,46,46.5,17,5,Moving,92426,96236,3810
053KD,U.S.,53,53.5,3,93,Moving,1553445,1557255,3810
053KD,U.S.,53,53.5,7,118,Moving,2113921,2117731,3810
057AP,U.S.,57,57.5,7,9,Moving,298923,302733,3810
057AP,U.S.,57,57.5,11,53,Moving,2645611,2649421,3810
036MR,U.S.,36,36,11,62,Stationary,705627,709437,3810
053KD,U.S.,53,53.5,3,40,Stationary,661671,665481,3810
036MR,U.S.,36,36,10,5,Moving,70781,74592,3811
036MR,U.S.,36,36,11,5,Moving,70781,74592,3811
034JC,U.S.,34,34,16,20,Moving,1050432,1054254,3822
058LA,India,58,57.5,12,0,Unclassified,0,3825,3825
025TT,U.S.,25,25,4,36,Moving,1276292,1280127,3835
057AP,U.S.,57,57.5,4,64,Moving,1940812,1944649,3837
054AJ,India,54,53.5,28,7,Unclassified,43299,47138,3839
036VI,India,36,36,12,45,Stationary,1500659,1504499,3840
053KD,U.S.,53,53.5,6,24,Moving,773228,777069,3841
053KD,U.S.,53,53.5,6,38,Moving,1166200,1170041,3841
036VI,India,36,36,12,50,Moving,1602896,1606738,3842
036MR,U.S.,36,36,11,135,Moving,1597845,1601692,3847
053KD,U.S.,53,53.5,3,105,Moving,1770857,1774704,3847
036VI,India,36,36,13,93,Moving,1559614,1563462,3848
036VI,India,36,36,5,104,Stationary,3214483,3218337,3854
046TE,U.S.,46,46.5,7,87,Moving,3950412,3954282,3870
022JL,U.S.,22,23,12,5,Moving,291992,295867,3875
036VI,India,36,36,13,151,Moving,2998290,3002165,3875
036MR,U.S.,36,36,8,22,Stationary,193835,197710,3875
057AP,U.S.,57,57.5,4,79,Stationary,2101324,2105199,3875
036VI,India,36,36,12,198,Stationary,3736022,3739902,3880
046TE,U.S.,46,46.5,7,9,Moving,1220617,1224498,3881
036VI,India,36,36,8,4,Moving,2118574,2122456,3882
018MT,U.S.,18,17.5,1,1,Moving,12025,15909,3884
036MR,U.S.,36,36,9,47,Moving,962223,966107,3884
053KD,U.S.,53,53.5,3,14,Stationary,222037,225921,3884
036VI,India,36,36,13,86,Stationary,1514822,1518711,3889
025TT,U.S.,25,25,17,1,Moving,421166,425057,3891
036VI,India,36,36,11,8,Moving,298503,302403,3900
024DA,India,24,23,9,4,Stationary,142231,146131,3900
048RE,India,48,46.5,20,21,Stationary,577035,580936,3901
053KD,U.S.,53,53.5,6,31,Stationary,990318,994227,3909
024DA,India,24,23,4,13,Moving,1218584,1222497,3913
024DA,India,24,23,4,15,Moving,1254912,1258825,3913
057AP,U.S.,57,57.5,4,52,Moving,1460682,1464595,3913
057AP,U.S.,57,57.5,4,123,Stationary,3044218,3048131,3913
034JC,U.S.,34,34,6,16,Moving,1508457,1512375,3918
006MO,India,6,6,5,3,Unclassified,1110261,1114180,3919
057AP,U.S.,57,57.5,6,33,Moving,809005,812926,3921
036MR,U.S.,36,36,11,196,Stationary,2533501,2537422,3921
036MR,U.S.,36,36,11,146,Stationary,1782327,1786248,3921
057AP,U.S.,57,57.5,11,2,Stationary,8621,12542,3921
054AJ,India,54,53.5,15,5,Unclassified,186356,190280,3924
017MA,India,17,17.5,6,2,Moving,745434,749366,3932
034SA,India,34,34,3,0,Unclassified,0,3937,3937
036VI,India,36,36,12,6,Moving,536656,540599,3943
048RE,India,48,46.5,18,35,Unclassified,1614130,1618078,3948
036VI,India,36,36,7,5,Moving,102106,106056,3950
034JC,U.S.,34,34,16,13,Stationary,919504,923454,3950
036MR,U.S.,36,36,5,17,Moving,443347,447298,3951
036VI,India,36,36,13,145,Moving,2882996,2886947,3951
057AP,U.S.,57,57.5,4,98,Moving,2521604,2525555,3951
036MR,U.S.,36,36,13,25,Moving,619787,623745,3958
053KD,U.S.,53,53.5,7,52,Moving,616050,620008,3958
036MR,U.S.,36,36,11,50,Stationary,571465,575423,3958
036VI,India,36,36,13,6,Moving,93330,97307,3977
046TE,U.S.,46,46.5,8,3,Moving,215696,219673,3977
006AP,U.S.,6,6,16,4,Stationary,37468,41445,3977
036VI,India,36,36,13,2,Moving,34102,38080,3978
036VI,India,36,36,7,26,Stationary,1063569,1067547,3978
036VI,India,36,36,5,10,Moving,272544,276524,3980
036VI,India,36,36,13,116,Stationary,2193672,2197657,3985
057AP,U.S.,57,57.5,4,28,Moving,498484,502473,3989
057AP,U.S.,57,57.5,4,12,Moving,249584,253573,3989
017MA,India,17,17.5,21,4,Unclassified,463273,467266,3993
036MR,U.S.,36,36,11,53,Moving,625485,629480,3995
036MR,U.S.,36,36,13,81,Moving,1618232,1622227,3995
036MR,U.S.,36,36,9,51,Moving,1001184,1005179,3995
046TE,U.S.,46,46.5,18,30,Moving,571909,575904,3995
057AP,U.S.,57,57.5,6,29,Moving,687682,691677,3995
057AP,U.S.,57,57.5,11,62,Stationary,2790318,2794313,3995
057AP,U.S.,57,57.5,6,14,Stationary,160284,164279,3995
036VI,India,36,36,7,12,Stationary,200668,204667,3999
057AP,U.S.,57,57.5,2,15,Moving,1653966,1657969,4003
048RE,India,48,46.5,9,21,Moving,691301,695306,4005
053KD,U.S.,53,53.5,1,33,Moving,1112616,1116624,4008
046TE,U.S.,46,46.5,8,21,Moving,837216,841227,4011
046TE,U.S.,46,46.5,6,18,Moving,1113166,1117179,4013
034NW,U.S.,34,35,15,67,Moving,2423388,2427414,4026
057AP,U.S.,57,57.5,4,124,Moving,3048132,3052159,4027
057AP,U.S.,57,57.5,4,11,Stationary,245556,249583,4027
036VI,India,36,36,13,139,Moving,2721854,2725883,4029
036MR,U.S.,36,36,13,29,Moving,638102,642134,4032
036MR,U.S.,36,36,7,39,Moving,2025862,2029894,4032
053KD,U.S.,53,53.5,3,85,Moving,1432381,1436413,4032
057AP,U.S.,57,57.5,6,37,Moving,959447,963479,4032
057AP,U.S.,57,57.5,6,5,Moving,78847,82879,4032
022JL,U.S.,22,23,7,7,Moving,320420,324456,4036
036VI,India,36,36,5,22,Moving,1579878,1583914,4036
036VI,India,36,36,13,46,Stationary,708432,712469,4037
036MR,U.S.,36,36,6,44,Moving,944249,948294,4045
024DA,India,24,23,9,2,Stationary,122094,126139,4045
057AP,U.S.,57,57.5,4,80,Moving,2105200,2109265,4065
036VI,India,36,36,5,66,Stationary,2353119,2357185,4066
036VI,India,36,36,5,93,Moving,2935300,2939367,4067
022JL,U.S.,22,23,7,1,Moving,34558,38627,4069
