Participant.ID,Country,Weeks.At.Test,AgeMatchGroup,Clip.Index,Segment.Index,Motion.Static,Segment.Start.ms,Segment.End.ms,Segment.ms
036MR,U.S.,36,36,11,175,Moving,2226290,2239646,13356
034NW,U.S.,34,35,5,2,Moving,97155,110538,13383
036VI,India,36,36,12,23,Stationary,771664,785059,13395
034NW,U.S.,34,35,7,4,Moving,162704,176110,13406
036VI,India,36,36,5,58,Stationary,2268888,2282308,13420
036NI,India,36,35,5,38,Moving,2247546,2260970,13424
036MR,U.S.,36,36,15,14,Stationary,157916,171346,13430
046TE,U.S.,46,46.5,7,7,Moving,1101341,1114773,13432
046TE,U.S.,46,46.5,15,39,Moving,1597170,1610607,13437
057AP,U.S.,57,57.5,4,168,Moving,3782710,3796161,13451
036MR,U.S.,36,36,11,111,Moving,1347984,1361451,13467
036MR,U.S.,36,36,7,16,Stationary,1104229,1117696,13467
018MT,U.S.,18,17.5,4,5,Moving,114663,128167,13504
036MR,U.S.,36,36,9,26,Stationary,677360,690864,13504
046TE,U.S.,46,46.5,15,44,Stationary,1664580,1678098,13518
057AP,U.S.,57,57.5,4,44,Moving,926554,940081,13527
025TT,U.S.,25,25,16,9,Moving,844229,857761,13532
036NI,India,36,35,6,0,Unclassified,0,13539,13539
048RE,India,48,46.5,20,1,Stationary,12711,26269,13558
036VI,India,36,36,13,156,Stationary,3155845,3169411,13566
036VI,India,36,36,15,32,Moving,780367,793944,13577
048RE,India,48,46.5,18,13,Unclassified,878535,892115,13580
054AJ,India,54,53.5,13,20,Unclassified,642097,655679,13582
036VI,India,36,36,5,112,Stationary,3269474,3283073,13599
017MA,India,17,17.5,4,0,Unclassified,0,13600,13600
017MA,India,17,17.5,12,10,Unclassified,917263,930865,13602
057AP,U.S.,57,57.5,4,27,Stationary,484880,498483,13603
048RE,India,48,46.5,9,38,Stationary,1357279,1370885,13606
057AP,U.S.,57,57.5,2,11,Moving,1199392,1213007,13615
018MT,U.S.,18,17.5,1,12,Stationary,952824,966439,13615
058LA,India,58,57.5,8,32,Moving,1297607,1311245,13638
057AP,U.S.,57,57.5,2,3,Moving,1066599,1080251,13652
048RE,India,48,46.5,9,59,Unclassified,2001009,2014662,13653
054AJ,India,54,53.5,26,1,Unclassified,11968,25625,13657
034JC,U.S.,34,34,7,0,Moving,0,13666,13666
034NW,U.S.,34,35,5,15,Stationary,460202,473884,13682
034JC,U.S.,34,34,6,48,Moving,2381010,2394709,13699
034NW,U.S.,34,35,9,52,Moving,1978185,1991910,13725
018MT,U.S.,18,17.5,6,25,Moving,1023383,1037109,13726
036MR,U.S.,36,36,11,151,Moving,1850740,1864466,13726
053KD,U.S.,53,53.5,5,1,Moving,9731,23457,13726
053KD,U.S.,53,53.5,7,102,Moving,1552039,1565765,13726
018MT,U.S.,18,17.5,2,24,Stationary,2001663,2015393,13730
036VI,India,36,36,13,82,Stationary,1488240,1501983,13743
034JC,U.S.,34,34,16,0,Moving,0,13768,13768
053KD,U.S.,53,53.5,6,95,Stationary,3486870,3500639,13769
036NI,India,36,35,8,8,Moving,210065,223837,13772
048RE,India,48,46.5,17,1,Moving,9222,23001,13779
036VI,India,36,36,12,222,Unclassified,4073506,4087287,13781
036MR,U.S.,36,36,11,195,Moving,2519700,2533500,13800
048RE,India,48,46.5,9,27,Moving,898142,911942,13800
036VI,India,36,36,7,8,Stationary,130276,144095,13819
053KD,U.S.,53,53.5,6,45,Stationary,1485290,1499127,13837
017MA,India,17,17.5,23,2,Unclassified,1338422,1352266,13844
046TE,U.S.,46,46.5,15,48,Stationary,1765842,1779694,13852
048RE,India,48,46.5,9,71,Unclassified,2442433,2456295,13862
057AP,U.S.,57,57.5,4,173,Stationary,3858064,3871933,13869
036VI,India,36,36,12,180,Stationary,3424038,3437910,13872
053KD,U.S.,53,53.5,7,51,Stationary,602175,616049,13874
048RE,India,48,46.5,19,0,Unclassified,0,13875,13875
036MR,U.S.,36,36,13,37,Moving,742627,756538,13911
036MR,U.S.,36,36,6,41,Stationary,903381,917320,13939
006MO,India,6,6,8,1,Moving,437712,451655,13943
048RE,India,48,46.5,17,28,Stationary,385081,399024,13943
022JL,U.S.,22,23,15,18,Stationary,2109481,2123466,13985
036MR,U.S.,36,36,11,180,Stationary,2310724,2324709,13985
046TE,U.S.,46,46.5,7,58,Stationary,3132802,3146788,13986
036VI,India,36,36,12,213,Unclassified,3837920,3851927,14007
036MR,U.S.,36,36,6,7,Stationary,176155,190162,14007
036MR,U.S.,36,36,15,30,Stationary,475561,489574,14013
046TE,U.S.,46,46.5,18,51,Stationary,1560438,1574460,14022
006AP,U.S.,6,6,4,10,Stationary,1011874,1025916,14042
036MR,U.S.,36,36,11,88,Stationary,1024789,1038848,14059
036VI,India,36,36,12,21,Stationary,750984,765068,14084
018MT,U.S.,18,17.5,8,53,Moving,2192842,2206938,14096
034JC,U.S.,34,34,4,0,Stationary,0,14101,14101
046TE,U.S.,46,46.5,15,17,Moving,937755,951859,14104
048RE,India,48,46.5,18,28,Stationary,1495347,1509462,14115
046TE,U.S.,46,46.5,7,64,Stationary,3283579,3297705,14126
036VI,India,36,36,15,70,Moving,1648313,1662446,14133
024DA,India,24,23,4,7,Moving,1177582,1191717,14135
022JL,U.S.,22,23,14,44,Stationary,1120505,1134648,14143
036VI,India,36,36,15,64,Moving,1494539,1508694,14155
034JC,U.S.,34,34,16,22,Moving,1071762,1085922,14160
053KD,U.S.,53,53.5,7,109,Stationary,1964737,1978907,14170
048RE,India,48,46.5,4,13,Moving,1075886,1090060,14174
034JC,U.S.,34,34,6,26,Moving,1781140,1795315,14175
006MO,India,6,6,6,5,Unclassified,290093,304270,14177
024DA,India,24,23,8,4,Stationary,1258059,1272239,14180
036NI,India,36,35,8,5,Stationary,175360,189543,14183
054AJ,India,54,53.5,28,35,Stationary,307120,321303,14183
034SA,India,34,34,18,0,Unclassified,0,14197,14197
053KD,U.S.,53,53.5,3,68,Stationary,1100343,1114550,14207
036MR,U.S.,36,36,8,70,Stationary,863057,877268,14211
025TT,U.S.,25,25,4,48,Moving,2263904,2278117,14213
036VI,India,36,36,13,33,Moving,526388,540604,14216
036VI,India,36,36,13,127,Moving,2330154,2344384,14230
025TT,U.S.,25,25,4,28,Moving,1142848,1157085,14237
048RE,India,48,46.5,17,13,Moving,169432,183680,14248
057AP,U.S.,57,57.5,4,135,Stationary,3246682,3260931,14249
048RE,India,48,46.5,17,38,Stationary,504039,518293,14254
036NI,India,36,35,8,4,Moving,161100,175360,14260
046TE,U.S.,46,46.5,15,15,Moving,807683,821946,14263
054AJ,India,54,53.5,22,2,Moving,89952,104221,14269
053KD,U.S.,53,53.5,7,29,Stationary,325415,339696,14281
036VI,India,36,36,13,57,Moving,899810,914123,14313
046TE,U.S.,46,46.5,8,27,Moving,1089904,1104236,14332
053KD,U.S.,53,53.5,1,45,Moving,2749206,2763587,14381
034NW,U.S.,34,35,11,18,Stationary,266541,280923,14382
054AJ,India,54,53.5,26,4,Moving,45354,59738,14384
022JL,U.S.,22,23,7,13,Moving,2043554,2057945,14391
034JC,U.S.,34,34,6,41,Stationary,2173805,2188196,14391
036VI,India,36,36,5,65,Moving,2338724,2353118,14394
046TE,U.S.,46,46.5,8,10,Stationary,285498,299913,14415
057AP,U.S.,57,57.5,11,63,Moving,2794314,2808743,14429
036NI,India,36,35,5,28,Moving,1395372,1409830,14458
036NI,India,36,35,6,21,Stationary,915228,929691,14463
022JL,U.S.,22,23,13,12,Stationary,699226,713692,14466
053KD,U.S.,53,53.5,3,144,Stationary,3784212,3798687,14475
006AP,U.S.,6,6,10,21,Moving,1627920,1642404,14484
034JC,U.S.,34,34,12,3,Moving,603516,618006,14490
034JC,U.S.,34,34,15,0,Unclassified,0,14494,14494
036MR,U.S.,36,36,13,91,Moving,1819845,1834348,14503
036MR,U.S.,36,36,8,2,Stationary,19619,34136,14517
034NW,U.S.,34,35,9,4,Moving,250415,264934,14519
053KD,U.S.,53,53.5,7,45,Stationary,544862,559402,14540
025TT,U.S.,25,25,7,0,Moving,0,14572,14572
036VI,India,36,36,15,37,Stationary,845232,859805,14573
025TT,U.S.,25,25,4,16,Stationary,536814,551388,14574
018MT,U.S.,18,17.5,12,1,Moving,151293,165870,14577
046TE,U.S.,46,46.5,10,29,Moving,1562880,1577457,14577
053KD,U.S.,53,53.5,3,20,Stationary,275132,289709,14577
046TE,U.S.,46,46.5,7,94,Stationary,4053907,4068491,14584
036VI,India,36,36,12,8,Unclassified,575960,590545,14585
034JC,U.S.,34,34,6,15,Stationary,1493860,1508456,14596
034JC,U.S.,34,34,15,14,Moving,2567742,2582356,14614
034NW,U.S.,34,35,14,29,Moving,832727,847352,14625
057AP,U.S.,57,57.5,11,34,Stationary,1179116,1193767,14651
036MR,U.S.,36,36,17,24,Stationary,424456,439109,14653
036MR,U.S.,36,36,12,14,Stationary,251940,266593,14653
025TT,U.S.,25,25,17,6,Stationary,810513,825173,14660
036VI,India,36,36,11,0,Unclassified,0,14680,14680
046TE,U.S.,46,46.5,15,0,Unclassified,0,14700,14700
036VI,India,36,36,11,37,Stationary,944881,959598,14717
025TT,U.S.,25,25,17,23,Moving,1561548,1576289,14741
036VI,India,36,36,11,27,Stationary,842270,857013,14743
036VI,India,36,36,12,2,Unclassified,47974,62729,14755
053KD,U.S.,53,53.5,6,47,Stationary,1500590,1515345,14755
036VI,India,36,36,12,177,Moving,3381912,3396670,14758
036MR,U.S.,36,36,11,140,Stationary,1658414,1673176,14762
057AP,U.S.,57,57.5,9,11,Moving,270423,285195,14772
036MR,U.S.,36,36,5,4,Stationary,48907,63688,14781
048RE,India,48,46.5,18,34,Moving,1599319,1614129,14810
048RE,India,48,46.5,11,7,Moving,119604,134424,14820
036MR,U.S.,36,36,13,84,Stationary,1674879,1689715,14836
036VI,India,36,36,5,20,Moving,1469242,1484099,14857
024DA,India,24,23,4,16,Stationary,1258826,1273683,14857
036NI,India,36,35,4,12,Moving,328966,343827,14861
022JL,U.S.,22,23,13,16,Stationary,723202,738075,14873
053KD,U.S.,53,53.5,7,91,Stationary,1418728,1433601,14873
048RE,India,48,46.5,11,46,Stationary,1022835,1037713,14878
036VI,India,36,36,12,9,Stationary,590546,605437,14891
046TE,U.S.,46,46.5,16,5,Unclassified,342842,357736,14894
036VI,India,36,36,13,8,Moving,162622,177545,14923
034SA,India,34,34,10,1,Moving,29779,44710,14931
036VI,India,36,36,11,48,Moving,1098352,1113285,14933
036VI,India,36,36,5,59,Moving,2282309,2297243,14934
034SA,India,34,34,21,1,Moving,316736,331672,14936
025TT,U.S.,25,25,20,1,Moving,6049,20986,14937
054AJ,India,54,53.5,13,5,Moving,209004,223945,14941
046TE,U.S.,46,46.5,18,29,Stationary,556961,571908,14947
036VI,India,36,36,12,53,Stationary,1845953,1860921,14968
036NI,India,36,35,5,46,Moving,3015242,3030212,14970
036VI,India,36,36,12,203,Moving,3758598,3773568,14970
034JC,U.S.,34,34,6,27,Stationary,1795316,1810294,14978
018MT,U.S.,18,17.5,2,3,Moving,27454,42438,14984
057AP,U.S.,57,57.5,8,41,Moving,2898868,2913860,14992
036VI,India,36,36,13,32,Stationary,511394,526387,14993
057AP,U.S.,57,57.5,7,22,Stationary,602064,617085,15021
034SA,India,34,34,22,7,Moving,371059,386085,15026
018MT,U.S.,18,17.5,1,22,Stationary,1406481,1421513,15032
036NI,India,36,35,8,6,Moving,189543,204582,15039
034SA,India,34,34,22,5,Moving,334540,349586,15046
048RE,India,48,46.5,13,5,Stationary,127260,142312,15052
057AP,U.S.,57,57.5,9,25,Moving,936285,951343,15058
018MT,U.S.,18,17.5,2,14,Stationary,1134901,1149959,15058
036VI,India,36,36,12,126,Stationary,2736082,2751143,15061
048RE,India,48,46.5,11,9,Moving,151837,166905,15068
036VI,India,36,36,16,0,Moving,0,15074,15074
048RE,India,48,46.5,18,8,Stationary,549902,565000,15098
025TA,India,25,25,19,9,Unclassified,923496,938598,15102
034JC,U.S.,34,34,13,1,Stationary,18434,33541,15107
036MR,U.S.,36,36,6,16,Moving,252655,267784,15129
054AJ,India,54,53.5,28,34,Moving,291976,307119,15143
057AP,U.S.,57,57.5,4,74,Moving,2035926,2051087,15161
057AP,U.S.,57,57.5,4,160,Moving,3664074,3679235,15161
018MT,U.S.,18,17.5,6,9,Moving,355089,370258,15169
036VI,India,36,36,12,65,Stationary,2054095,2069273,15178
034SA,India,34,34,16,9,Moving,901334,916515,15181
024DA,India,24,23,4,4,Stationary,1132792,1147979,15187
006AP,U.S.,6,6,18,1,Moving,550086,565283,15197
018MT,U.S.,18,17.5,8,4,Stationary,744514,759720,15206
036MR,U.S.,36,36,11,3,Moving,42587,57794,15207
036MR,U.S.,36,36,10,3,Moving,42587,57794,15207
034SA,India,34,34,14,18,Moving,1640780,1656030,15250
034NW,U.S.,34,35,8,8,Stationary,769996,785251,15255
048RE,India,48,46.5,9,16,Stationary,657203,672467,15264
006AP,U.S.,6,6,17,1,Moving,361182,376447,15265
036NI,India,36,35,5,5,Moving,380415,395711,15296
025TT,U.S.,25,25,16,10,Stationary,857762,873062,15300
034JC,U.S.,34,34,16,5,Stationary,82104,97405,15301
025TT,U.S.,25,25,20,21,Moving,1196267,1211569,15302
054AJ,India,54,53.5,28,31,Moving,264550,279852,15302
034SA,India,34,34,5,0,Unclassified,0,15309,15309
036VI,India,36,36,5,61,Moving,2304044,2319355,15311
025TT,U.S.,25,25,16,7,Moving,800201,815525,15324
046TE,U.S.,46,46.5,10,4,Stationary,182854,198245,15391
036VI,India,36,36,11,3,Stationary,58825,74217,15392
036NI,India,36,35,6,31,Stationary,1288606,1304030,15424
053KD,U.S.,53,53.5,1,5,Moving,103496,118931,15435
034JC,U.S.,34,34,16,31,Stationary,1295690,1311127,15437
034NW,U.S.,34,35,9,10,Moving,390343,405782,15439
036MR,U.S.,36,36,11,171,Moving,2157100,2172565,15465
034NW,U.S.,34,35,11,39,Moving,2469653,2485135,15482
053KD,U.S.,53,53.5,7,105,Stationary,1578716,1594218,15502
057AP,U.S.,57,57.5,11,30,Stationary,1087282,1102784,15502
048RE,India,48,46.5,4,7,Moving,684774,700298,15524
054AJ,India,54,53.5,13,12,Stationary,435500,451043,15543
022JL,U.S.,22,23,14,46,Stationary,1137675,1153246,15571
036VI,India,36,36,13,21,Stationary,340442,356013,15571
036MR,U.S.,36,36,11,174,Stationary,2210713,2226289,15576
034JC,U.S.,34,34,12,0,Unclassified,0,15585,15585
057AP,U.S.,57,57.5,7,20,Stationary,585377,600990,15613
046TE,U.S.,46,46.5,15,51,Moving,1857721,1873367,15646
036VI,India,36,36,15,22,Moving,511451,527101,15650
034NW,U.S.,34,35,15,51,Moving,2038969,2054640,15671
036MR,U.S.,36,36,12,24,Stationary,406436,422109,15673
036MR,U.S.,36,36,9,49,Moving,979391,995078,15687
018MT,U.S.,18,17.5,7,6,Stationary,756761,772448,15687
046TE,U.S.,46,46.5,7,31,Moving,1422195,1437885,15690
057AP,U.S.,57,57.5,4,163,Stationary,3711840,3727533,15693
036MR,U.S.,36,36,11,20,Stationary,253968,269693,15725
036MR,U.S.,36,36,7,3,Moving,64227,79957,15730
022JL,U.S.,22,23,11,1,Moving,453322,469063,15741
036VI,India,36,36,12,146,Stationary,2965759,2981501,15742
046TE,U.S.,46,46.5,15,49,Moving,1779694,1795439,15745
036NI,India,36,35,5,8,Stationary,457407,473156,15749
034JC,U.S.,34,34,15,18,Moving,3331065,3346816,15751
025TA,India,25,25,4,3,Stationary,472325,488080,15755
034NW,U.S.,34,35,15,31,Moving,787138,802943,15805
053KD,U.S.,53,53.5,6,93,Stationary,3464294,3480103,15809
054AJ,India,54,53.5,10,0,Unclassified,0,15826,15826
036VI,India,36,36,15,60,Moving,1301808,1317643,15835
036VI,India,36,36,9,28,Moving,596107,611942,15835
053KD,U.S.,53,53.5,7,23,Stationary,268509,284344,15835
036VI,India,36,36,12,207,Moving,3786172,3802015,15843
058LA,India,58,57.5,5,16,Stationary,1037878,1053722,15844
006AP,U.S.,6,6,10,22,Stationary,1642405,1658256,15851
034NW,U.S.,34,35,4,32,Stationary,1110021,1125874,15853
048RE,India,48,46.5,20,10,Moving,302845,318711,15866
018MT,U.S.,18,17.5,1,13,Moving,966440,982312,15872
036MR,U.S.,36,36,13,67,Moving,1449475,1465347,15872
034NW,U.S.,34,35,6,19,Moving,710867,726748,15881
034NW,U.S.,34,35,15,17,Moving,440493,456376,15883
025TT,U.S.,25,25,20,19,Moving,1177132,1193027,15895
036VI,India,36,36,5,103,Moving,3198584,3214482,15898
036MR,U.S.,36,36,11,49,Moving,555555,571464,15909
036VI,India,36,36,13,0,Unclassified,0,15945,15945
036MR,U.S.,36,36,8,8,Stationary,73339,89284,15945
018MT,U.S.,18,17.5,6,27,Moving,1067450,1083396,15946
036MR,U.S.,36,36,11,79,Moving,905686,921632,15946
036VI,India,36,36,15,34,Moving,804972,820918,15946
025TT,U.S.,25,25,4,8,Stationary,162868,178837,15969
024DA,India,24,23,11,24,Stationary,533489,549468,15979
054AJ,India,54,53.5,34,0,Unclassified,0,15982,15982
036MR,U.S.,36,36,3,10,Stationary,271913,287896,15983
017MA,India,17,17.5,12,6,Unclassified,386323,402329,16006
036NI,India,36,35,5,31,Stationary,1422671,1438680,16009
006MO,India,6,6,15,0,Unclassified,0,16011,16011
022JL,U.S.,22,23,11,8,Stationary,807534,823547,16013
036MR,U.S.,36,36,13,22,Stationary,568172,584192,16020
036MR,U.S.,36,36,8,67,Moving,796315,812362,16047
053KD,U.S.,53,53.5,6,83,Stationary,3336794,3352841,16047
018MT,U.S.,18,17.5,8,15,Moving,1570761,1586814,16053
054AJ,India,54,53.5,10,2,Stationary,44011,60078,16067
034NW,U.S.,34,35,5,8,Moving,397095,413170,16075
036VI,India,36,36,5,87,Moving,2857802,2873879,16077
036VI,India,36,36,12,220,Moving,3949304,3965385,16081
036MR,U.S.,36,36,12,10,Stationary,173910,189991,16081
036NI,India,36,35,8,14,Moving,1044652,1060740,16088
024DA,India,24,23,9,3,Moving,126140,142230,16090
057AP,U.S.,57,57.5,9,36,Stationary,1271986,1288080,16094
036NI,India,36,35,6,4,Moving,230486,246582,16096
036VI,India,36,36,13,153,Moving,3104030,3120130,16100
034NW,U.S.,34,35,11,10,Stationary,141801,157906,16105
034NW,U.S.,34,35,4,29,Moving,1078226,1094342,16116
054AJ,India,54,53.5,24,0,Unclassified,0,16117,16117
036VI,India,36,36,15,47,Stationary,1031301,1047432,16131
054AJ,India,54,53.5,13,18,Unclassified,600880,617012,16132
053KD,U.S.,53,53.5,6,30,Moving,974168,990317,16149
034NW,U.S.,34,35,4,17,Moving,391541,407696,16155
036MR,U.S.,36,36,9,27,Moving,690864,707033,16169
036VI,India,36,36,5,108,Stationary,3240506,3256689,16183
046TE,U.S.,46,46.5,7,1,Unclassified,712926,729127,16201
034NW,U.S.,34,35,14,9,Moving,98972,115175,16203
036MR,U.S.,36,36,11,173,Moving,2194507,2210712,16205
025TT,U.S.,25,25,13,4,Stationary,523189,539399,16210
036VI,India,36,36,12,111,Stationary,2492812,2509029,16217
036MR,U.S.,36,36,7,22,Stationary,1654012,1670291,16279
034JC,U.S.,34,34,6,33,Stationary,1907951,1924251,16300
057AP,U.S.,57,57.5,4,108,Moving,2772860,2789161,16301
036MR,U.S.,36,36,8,38,Stationary,333711,350030,16319
024DA,India,24,23,11,13,Moving,207361,223697,16336
036VI,India,36,36,12,165,Moving,3177300,3193646,16346
036NI,India,36,35,5,62,Moving,4140287,4156639,16352
006AP,U.S.,6,6,10,5,Moving,1172592,1188945,16353
036VI,India,36,36,13,50,Stationary,738514,754867,16353
057AP,U.S.,57,57.5,6,36,Stationary,943093,959446,16353
006AP,U.S.,6,6,4,2,Stationary,684658,701019,16361
025TA,India,25,25,8,9,Moving,1695738,1712114,16376
036MR,U.S.,36,36,8,12,Stationary,101559,117946,16387
036VI,India,36,36,12,136,Stationary,2835056,2851445,16389
046TE,U.S.,46,46.5,16,17,Moving,1035630,1052049,16419
036MR,U.S.,36,36,8,71,Moving,877269,893690,16421
036MR,U.S.,36,36,12,6,Stationary,85816,102237,16421
036MR,U.S.,36,36,9,16,Stationary,293189,309616,16427
036NI,India,36,35,4,6,Moving,201308,217737,16429
036MR,U.S.,36,36,15,26,Stationary,409664,426128,16464
036MR,U.S.,36,36,11,36,Stationary,398823,415324,16501
046TE,U.S.,46,46.5,10,28,Stationary,1546304,1562879,16575
046TE,U.S.,46,46.5,10,16,Stationary,765123,781698,16575
046TE,U.S.,46,46.5,15,43,Moving,1647984,1664579,16595
036VI,India,36,36,11,31,Stationary,883766,900371,16605
018MT,U.S.,18,17.5,6,7,Moving,272690,289302,16612
036MR,U.S.,36,36,15,10,Stationary,126096,142708,16612
053KD,U.S.,53,53.5,7,117,Stationary,2097308,2113920,16612
036VI,India,36,36,11,2,Moving,42163,58824,16661
006MO,India,6,6,4,1,Unclassified,129328,145996,16668
036MR,U.S.,36,36,11,190,Stationary,2427792,2444478,16686
034NW,U.S.,34,35,5,18,Moving,487742,504474,16732
046TE,U.S.,46,46.5,6,17,Stationary,1096398,1113165,16767
034JC,U.S.,34,34,7,3,Stationary,29949,46726,16777
036VI,India,36,36,5,67,Moving,2357186,2373965,16779
048RE,India,48,46.5,13,27,Stationary,648889,665672,16783
058LA,India,58,57.5,8,42,Moving,1522445,1539232,16787
018MT,U.S.,18,17.5,6,20,Stationary,857475,874269,16794
053KD,U.S.,53,53.5,7,108,Moving,1947939,1964736,16797
053KD,U.S.,53,53.5,7,64,Moving,790986,807783,16797
057AP,U.S.,57,57.5,6,22,Stationary,352092,368889,16797
036VI,India,36,36,12,57,Stationary,1918709,1935551,16842
022JL,U.S.,22,23,11,7,Moving,790670,807533,16863
018MT,U.S.,18,17.5,12,2,Stationary,165871,182742,16871
025TT,U.S.,25,25,20,2,Stationary,20987,37873,16886
048RE,India,48,46.5,9,63,Unclassified,2125403,2142294,16891
036MR,U.S.,36,36,15,15,Moving,171347,188255,16908
048RE,India,48,46.5,13,9,Stationary,204239,221180,16941
018MT,U.S.,18,17.5,4,23,Moving,625152,642097,16945
036MR,U.S.,36,36,9,10,Stationary,237726,254708,16982
046TE,U.S.,46,46.5,15,3,Moving,160065,177052,16987
034JC,U.S.,34,34,7,14,Moving,317945,334939,16994
036MR,U.S.,36,36,8,46,Stationary,447101,464100,16999
034JC,U.S.,34,34,6,1,Stationary,130137,147145,17008
025TT,U.S.,25,25,11,7,Stationary,320594,337604,17010
034JC,U.S.,34,34,16,4,Moving,65083,82103,17020
036NI,India,36,35,5,22,Unclassified,867489,884525,17036
048RE,India,48,46.5,11,50,Stationary,1101467,1118515,17048
048RE,India,48,46.5,11,21,Moving,355533,372583,17050
036MR,U.S.,36,36,11,78,Stationary,888629,905685,17056
036NI,India,36,35,4,8,Moving,221497,238567,17070
036MR,U.S.,36,36,13,50,Stationary,1124467,1141560,17093
053KD,U.S.,53,53.5,3,65,Moving,1039108,1056238,17130
057AP,U.S.,57,57.5,8,54,Stationary,3256259,3273389,17130
034NW,U.S.,34,35,9,54,Moving,2010293,2027429,17136
036MR,U.S.,36,36,11,160,Stationary,2019423,2036590,17167
034SA,India,34,34,14,7,Stationary,432871,450041,17170
017MA,India,17,17.5,12,12,Unclassified,1119820,1137008,17188
025TT,U.S.,25,25,16,1,Moving,644757,661958,17201
053KD,U.S.,53,53.5,5,11,Moving,836496,853700,17204
034JC,U.S.,34,34,6,30,Moving,1850373,1867586,17213
058LA,India,58,57.5,3,5,Stationary,76261,93486,17225
036MR,U.S.,36,36,11,91,Moving,1048728,1065969,17241
034NW,U.S.,34,35,15,64,Stationary,2391948,2409236,17288
018MT,U.S.,18,17.5,6,17,Moving,713631,730934,17303
053KD,U.S.,53,53.5,3,81,Moving,1370517,1387832,17315
048RE,India,48,46.5,13,34,Moving,777316,794632,17316
018MT,U.S.,18,17.5,2,21,Moving,1973580,1990932,17352
025TA,India,25,25,19,3,Moving,103080,120436,17356
036VI,India,36,36,5,165,Unclassified,4312900,4330259,17359
057AP,U.S.,57,57.5,4,147,Stationary,3391158,3408523,17365
053KD,U.S.,53,53.5,7,84,Moving,1333628,1351017,17389
025TT,U.S.,25,25,11,18,Moving,887959,905365,17406
048RE,India,48,46.5,11,8,Stationary,134424,151836,17412
053KD,U.S.,53,53.5,2,2,Stationary,4551,21977,17426
058LA,India,58,57.5,8,41,Stationary,1505013,1522445,17432
036VI,India,36,36,12,185,Moving,3509174,3526615,17441
034SA,India,34,34,9,2,Stationary,179615,197060,17445
048RE,India,48,46.5,20,8,Moving,219586,237038,17452
048RE,India,48,46.5,9,76,Stationary,2570558,2588018,17460
036VI,India,36,36,13,169,Moving,3495445,3512913,17468
036VI,India,36,36,13,40,Stationary,634610,652085,17475
036VI,India,36,36,12,167,Moving,3200182,3217674,17492
034JC,U.S.,34,34,16,21,Stationary,1054255,1071761,17506
034SA,India,34,34,6,4,Stationary,1328907,1346446,17539
054AJ,India,54,53.5,21,0,Unclassified,0,17594,17594
018MT,U.S.,18,17.5,7,15,Moving,1014096,1031692,17596
057AP,U.S.,57,57.5,9,31,Moving,1078032,1095643,17611
036VI,India,36,36,11,39,Stationary,964595,982209,17614
058LA,India,58,57.5,8,15,Stationary,563182,580818,17636
057AP,U.S.,57,57.5,4,111,Stationary,2891762,2909431,17669
034JC,U.S.,34,34,16,18,Moving,999207,1016886,17679
036VI,India,36,36,5,7,Stationary,238986,256666,17680
036MR,U.S.,36,36,13,90,Stationary,1802159,1819844,17685
036NI,India,36,35,4,2,Moving,43052,60743,17691
048RE,India,48,46.5,18,11,Moving,826237,843936,17699
046TE,U.S.,46,46.5,10,33,Moving,1713601,1731303,17702
034JC,U.S.,34,34,15,2,Moving,505073,522779,17706
058LA,India,58,57.5,8,22,Moving,1126457,1144166,17709
048RE,India,48,46.5,17,5,Moving,49099,66810,17711
048RE,India,48,46.5,16,0,Moving,0,17725,17725
034NW,U.S.,34,35,9,11,Stationary,405782,423521,17739
034NW,U.S.,34,35,11,40,Unclassified,2485136,2502929,17793
034NW,U.S.,34,35,4,42,Stationary,4174708,4192513,17805
036MR,U.S.,36,36,8,4,Stationary,39101,56916,17815
057AP,U.S.,57,57.5,4,128,Moving,3082826,3100647,17821
018MT,U.S.,18,17.5,13,9,Moving,180301,198149,17848
048RE,India,48,46.5,18,17,Moving,985424,1003325,17901
025TT,U.S.,25,25,20,13,Moving,1118084,1135992,17908
025TT,U.S.,25,25,17,24,Stationary,1576290,1594210,17920
036VI,India,36,36,12,0,Unclassified,0,17929,17929
025TT,U.S.,25,25,17,3,Moving,716816,734757,17941
034SA,India,34,34,5,2,Moving,47073,65024,17951
036VI,India,36,36,13,3,Stationary,38081,56032,17951
036VI,India,36,36,13,90,Stationary,1535810,1553765,17955
036NI,India,36,35,6,20,Moving,897252,915228,17976
025TT,U.S.,25,25,4,1,Moving,23353,41338,17985
053KD,U.S.,53,53.5,1,41,Moving,2678486,2696471,17985
034NW,U.S.,34,35,10,0,Unclassified,0,17995,17995
024DA,India,24,23,4,5,Moving,1147980,1165991,18011
034NW,U.S.,34,35,2,0,Unclassified,0,18027,18027
034JC,U.S.,34,34,6,18,Moving,1537549,1555595,18046
057AP,U.S.,57,57.5,4,129,Stationary,3100648,3118697,18049
025TT,U.S.,25,25,20,15,Moving,1142514,1160567,18053
053KD,U.S.,53,53.5,6,101,Stationary,3537700,3555787,18087
018MT,U.S.,18,17.5,2,7,Moving,1033003,1051095,18092
018MT,U.S.,18,17.5,6,14,Stationary,582454,600546,18092
034NW,U.S.,34,35,5,12,Moving,431737,449830,18093
036VI,India,36,36,12,75,Stationary,2117523,2135638,18115
048RE,India,48,46.5,16,1,Stationary,17726,35842,18116
